"CAGDP9 Real GDP by county and metropolitan area 1/"
"Real GDP: All industry total (Thousands of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","2016","2017","2018","2019","2020"
"29209","Stone, MO",623832,642252,680822,674453,623184
"29211","Sullivan, MO",233881,317855,363101,469339,505987
"29213","Taney, MO",2172402,2183435,2259558,2298222,1978616
"29215","Texas, MO",489992,491373,500721,498294,506163
"29217","Vernon, MO",806488,839488,792552,783290,784509
"29219","Warren, MO",708069,740939,783273,809374,805853
"29221","Washington, MO",347490,347716,363481,353496,366771
"29223","Wayne, MO",220210,211593,202955,203305,199210
"29225","Webster, MO",597664,635383,669798,698481,700185
"29227","Worth, MO",45205,52578,54033,59718,55828
"29229","Wright, MO",310635,314783,308240,300443,300140
"29510","St. Louis (Independent City), MO",25943101,25729235,26550978,26972663,25661422
"30001","Beaverhead, MT",431850,381447,392264,414564,398758
"30003","Big Horn, MT",825367,895019,941609,836632,805983
"30005","Blaine, MT",167942,173457,192792,179601,185714
"30007","Broadwater, MT",172382,165052,174558,179006,167797
"30009","Carbon, MT",356839,358073,360897,356067,346358
"30011","Carter, MT",113150,72793,58423,47247,63600
"30013","Cascade, MT",3250618,3426131,3441509,3360305,3260734
"30015","Chouteau, MT",135760,202635,264516,265710,261728
"30017","Custer, MT",449908,446815,429086,429174,422601
"30019","Daniels, MT",86321,96392,90270,92786,117122
"30021","Dawson, MT",433709,411371,417585,388339,407073
"30023","Deer Lodge, MT",243055,240894,236964,244118,237288
"30025","Fallon, MT",249253,243964,223722,219722,239054
"30027","Fergus, MT",415016,496256,466263,460431,444668
"30029","Flathead, MT",3766314,3736192,3771053,3803189,3693810
"30031","Gallatin, MT",4821599,5107102,5378344,5681075,5660927
"30033","Garfield, MT",41391,39588,43619,36695,51818
"30035","Glacier, MT",434283,361317,447184,454195,435361
"30037","Golden Valley, MT",25990,24903,24843,26100,29653
"30039","Granite, MT",88642,90317,90473,95758,89273
"30041","Hill, MT",632541,664385,730170,707555,676889
"30043","Jefferson, MT",265040,256930,253931,254886,241102
"30045","Judith Basin, MT",137885,109927,117382,109019,109701
"30047","Lake, MT",708658,744973,729540,743490,766670
"30049","Lewis and Clark, MT",3016357,3065790,3050981,3181806,3136376
"30051","Liberty, MT",137705,98217,205215,238216,217082
"30053","Lincoln, MT",528407,517624,525855,513071,526520
"30055","McCone, MT",100117,94891,98853,91490,108563
"30057","Madison, MT",396582,379971,419474,452720,454175
"30059","Meagher, MT",58920,63528,58790,63779,63091
"30061","Mineral, MT",89553,100332,93519,90725,88862
"30063","Missoula, MT",4624374,4892884,4935345,5058473,4953783
"30065","Musselshell, MT",275833,272675,283869,280330,283108
"30067","Park, MT",485522,528725,533012,553023,532202
"30069","Petroleum, MT",28309,13277,16552,17467,18835
"30071","Phillips, MT",125988,126039,132121,124813,144484
"30073","Pondera, MT",200930,179412,224214,254349,225828
"30075","Powder River, MT",142654,129748,117108,128802,205811
"30077","Powell, MT",206734,203302,205084,204717,200193
"30079","Prairie, MT",63180,61073,53038,42010,50478
"30081","Ravalli, MT",930737,994219,986334,1028184,1041465
"30083","Richland, MT",1099041,1012666,946643,971753,957872
"30085","Roosevelt, MT",441151,466365,454497,430092,436818
"30087","Rosebud, MT",871874,864627,783685,822307,696614
"30089","Sanders, MT",313887,325038,308768,312130,328388
"30091","Sheridan, MT",189282,164337,161930,161902,190770
"30093","Silver Bow, MT",1337962,1353448,1348660,1373204,1332876
"30095","Stillwater, MT",529510,560362,567779,630901,712788
"30097","Sweet Grass, MT",194926,216583,204734,234806,253572
"30099","Teton, MT",234059,222851,254110,253241,245594
"30101","Toole, MT",319790,275834,331345,347247,346620
"30103","Treasure, MT",138505,100232,107458,92761,79884
"30105","Valley, MT",299408,314307,283776,282412,306609
"30107","Wheatland, MT",106778,74839,84714,90823,93119
"30109","Wibaux, MT",45917,51222,43189,46523,53782
"30111","Yellowstone, MT",8515661,9234037,9329253,8821423,8602799
"31001","Adams, NE",1793907,1749228,1763435,1760031,1671707
"31003","Antelope, NE",510744,425191,436427,517205,599035
"31005","Arthur, NE",25070,24367,20098,21336,23312
"31007","Banner, NE",102053,51677,48660,47381,50727
"31009","Blaine, NE",61649,42801,39285,36270,38198
"31011","Boone, NE",427679,361265,398862,421853,438395
"31013","Box Butte, NE",568734,592417,591486,571373,549888
"31015","Boyd, NE",113818,125432,134063,126020,114268
"31017","Brown, NE",340516,245363,248068,243081,228813
"31019","Buffalo, NE",2501705,2551394,2707541,2792335,2709429
"31021","Burt, NE",279369,287655,314809,317430,304317
"31023","Butler, NE",242158,254044,285276,290005,311060
"31025","Cass, NE",638507,672847,696064,743350,746995
"31027","Cedar, NE",392516,367905,406746,374790,412170
"31029","Chase, NE",380658,314475,288687,321241,335528
"31031","Cherry, NE",440933,352721,308375,297528,324358
"31033","Cheyenne, NE",732354,700951,582248,509923,489870
"31035","Clay, NE",338950,289256,295514,311115,330564
"31037","Colfax, NE",635355,617998,663659,665034,687673
"31039","Cuming, NE",1207363,1010269,1057595,949094,871128
"31041","Custer, NE",967771,756244,737189,706323,751755
"31043","Dakota, NE",1173307,1295039,1345133,1411263,1403012
"31045","Dawes, NE",304016,273405,260737,263643,275516
"31047","Dawson, NE",1497622,1441706,1479823,1476349,1438074
"31049","Deuel, NE",84857,62499,92204,76347,76203
"31051","Dixon, NE",178114,170636,192903,266808,299942
"31053","Dodge, NE",1728467,1817951,1910484,1932783,1941614
"31055","Douglas, NE",40708016,43061322,43577131,44338074,43913519
"31057","Dundy, NE",195934,190664,192686,190969,198464
"31059","Fillmore, NE",321993,347998,348448,349192,355703
"31061","Franklin, NE",77135,74453,73973,74903,97611
"31063","Frontier, NE",120907,97006,85919,85717,101066
"31065","Furnas, NE",232961,248724,241779,221628,251293
"31067","Gage, NE",811892,799883,858744,889545,864946
"31069","Garden, NE",81842,78726,80944,76454,77823
"31071","Garfield, NE",125894,80409,76317,83745,92527
"31073","Gosper, NE",92644,91532,95531,89733,102522
"31075","Grant, NE",48373,39098,37413,31606,33445
"31077","Greeley, NE",99070,90664,83796,100445,116431
"31079","Hall, NE",3158742,3180530,3197885,3212198,3140429
"31081","Hamilton, NE",573379,603932,622743,633458,652162
"31083","Harlan, NE",229914,206269,234220,212834,201534
"31085","Hayes, NE",126218,83050,102133,100373,114101
"31087","Hitchcock, NE",123552,147509,131333,130202,139120
"31089","Holt, NE",620840,652799,630396,635362,671224
"31091","Hooker, NE",56020,34105,40576,33798,34929
"31093","Howard, NE",253924,224481,219519,234212,239558
"31095","Jefferson, NE",417896,414647,402269,398966,401619
"31097","Johnson, NE",153942,162651,167467,165609,164664
"31099","Kearney, NE",435954,351507,338180,338207,336869
"31101","Keith, NE",407059,374539,380743,377237,374827
"31103","Keya Paha, NE",56429,38870,38584,36479,49824
"31105","Kimball, NE",144082,149733,161411,151373,168279
"31107","Knox, NE",381934,431671,420589,445193,490641
"31109","Lancaster, NE",15997619,16814940,17178901,17483605,17281019
"31111","Lincoln, NE",2493237,2304709,2381199,2231277,2118492
"31113","Logan, NE",47089,32616,39515,33083,38940
"31115","Loup, NE",65960,51654,50609,45368,42775
"31117","McPherson, NE",41065,33929,26716,26537,33570
"31119","Madison, NE",2087278,2149978,2233467,2280178,2251105
"31121","Merrick, NE",502072,402882,374878,382422,348507
"31123","Morrill, NE",630955,631285,617449,483373,437272
"31125","Nance, NE",104130,136241,129577,111974,122353
"31127","Nemaha, NE",729096,685390,624864,659361,636064
"31129","Nuckolls, NE",263948,246276,237143,240529,229986
"31131","Otoe, NE",1283411,1194877,1265627,1149045,1165190
"31133","Pawnee, NE",80728,99792,110733,101978,112392
"31135","Perkins, NE",230664,254573,252657,296171,291140
"31137","Phelps, NE",1029424,866662,862595,832277,832041
"31139","Pierce, NE",321634,321706,336431,335916,338350
"31141","Platte, NE",2292986,2274561,2362390,2401176,2417787
"31143","Polk, NE",299811,331089,316161,283483,262539
"31145","Red Willow, NE",525907,472359,475801,492055,502679
"31147","Richardson, NE",280768,318502,347356,336173,325225
"31149","Rock, NE",127004,97101,99052,94664,106337
"31151","Saline, NE",736858,758629,914136,959787,1011334
"31153","Sarpy, NE",7072257,7358618,7716168,7951490,7908723
"31155","Saunders, NE",653079,662669,710374,712096,720890
"31157","Scotts Bluff, NE",1710333,1626563,1630807,1598698,1545478
"31159","Seward, NE",662573,710219,760097,703393,680085
"31161","Sheridan, NE",268321,250609,247699,293705,326518
"31163","Sherman, NE",117505,105172,97461,106628,118055
"31165","Sioux, NE",140164,114652,113897,91998,87974
"31167","Stanton, NE",295879,263740,260277,330215,397532
"31169","Thayer, NE",349872,352622,360093,356595,350143
"31171","Thomas, NE",55038,39532,40399,38106,39377
"31173","Thurston, NE",371815,382169,392993,401383,418567
"31175","Valley, NE",287762,250057,260675,268900,281140
"31177","Washington, NE",1281307,1051537,1133759,1154435,1158651
"31179","Wayne, NE",327711,378352,384512,404290,466617
"31181","Webster, NE",323365,227523,258596,251236,245776
"31183","Wheeler, NE",216827,141012,136683,132591,105708
"31185","York, NE",721488,697086,706208,739948,752185
"32001","Churchill, NV",943397,1033219,1064045,1089140,1091509
"32003","Clark, NV",99491074,102294995,107952490,112479170,100851947
"32005","Douglas, NV",2266227,2265430,2372877,2392556,2345207
"32007","Elko, NV",2385835,2567182,2611385,2658854,2571275
"32009","Esmeralda, NV",62926,60345,43905,40443,37912
"32011","Eureka, NV",1444609,1735370,1442568,1508698,1563280
"32013","Humboldt, NV",1212565,1285808,1222121,1310253,1308378
"32015","Lander, NV",800086,934987,818976,900608,887152
"32017","Lincoln, NV",187703,142232,141840,151868,152597
"32019","Lyon, NV",1347910,1425628,1504454,1554508,1550248
"32021","Mineral, NV",169050,182448,188828,205798,209392
"32023","Nye, NV",1517719,1652636,1694148,1745117,1733152
"32027","Pershing, NV",283500,336256,301651,312960,366824
"32029","Storey, NV",816451,1368647,1587683,1722686,2103083
"32031","Washoe, NV",23451796,24534585,23774123,24576886,24339565
"32033","White Pine, NV",624707,725055,618954,650330,771853
"32510","Carson City (Independent City), NV",2916310,3103391,3223875,3384312,3294557
"33001","Belknap, NH",2591124,2603090,2649173,2605173,2494277
"33003","Carroll, NH",2047198,2024135,2028833,1997148,1957889
"33005","Cheshire, NH",3359657,3456089,3440427,3498185,3422121
"33007","Coos, NH",1179406,1161356,1127859,1130355,1119293
"33009","Grafton, NH",5988291,5998451,6114443,6232922,6048342
"33011","Hillsborough, NH",23914203,23943316,24742059,25201608,25171675
"33013","Merrimack, NH",8765442,8829126,8984361,9078358,8755611
"33015","Rockingham, NH",18915103,19212443,19551026,20404551,19795363
"33017","Strafford, NH",5331468,5389611,5450969,5528962,5331563
"33019","Sullivan, NH",1483934,1493817,1456239,1466502,1469943
"34001","Atlantic, NJ",12315351,12136010,12127107,12472343,11074523
"34003","Bergen, NJ",68512969,69008674,70625996,72096353,67864279
"34005","Burlington, NJ",25031309,25597146,25732157,26177916,25636520
"34007","Camden, NJ",21909518,22264875,22588362,23035400,21771587
"34009","Cape May, NJ",4732286,4912656,4932455,4993336,4681281
"34011","Cumberland, NJ",5846806,5722871,5929351,5877225,5691671
"34013","Essex, NJ",47752700,48015834,49249129,50444200,45044476
"34015","Gloucester, NJ",13246437,13231142,14298504,14879439,14333814
"34017","Hudson, NJ",38637500,40431879,42197908,42872666,41215221
"34019","Hunterdon, NJ",6909151,7132792,7018369,7115090,6705487
"34021","Mercer, NJ",29296818,29152059,29922293,33378088,32863884
"34023","Middlesex, NJ",56316652,55710940,57021150,57406650,54942220
"34025","Monmouth, NJ",32047294,32071933,33088911,33433421,31956491
"34027","Morris, NJ",49046877,48297666,49540770,50101633,48668672
"34029","Ocean, NJ",19511004,19922524,19546553,19992788,19049972
"34031","Passaic, NJ",20109938,19660015,20206074,20416500,19460138
"34033","Salem, NJ",4679889,4749135,4641912,4683214,5107834
"34035","Somerset, NJ",35649603,36340186,37853481,38449526,37411453
"34037","Sussex, NJ",4723903,4712369,4703001,4681076,4388918
"34039","Union, NJ",34933626,34128231,35107251,35555291,34451422
"34041","Warren, NJ",3913829,3857165,3799230,3833292,3577374
"35001","Bernalillo, NM",33031380,32907937,33583036,34414788,33309315
"35003","Catron, NM",83293,79976,83862,76517,84375
"35005","Chaves, NM",2005864,1952384,1986724,2014179,1928680
"35006","Cibola, NM",608997,586899,575489,568520,581083
"35007","Colfax, NM",461214,435511,427114,433164,415371
"35009","Curry, NM",2759989,2877817,2779512,2835595,2808826
"35011","De Baca, NM",92099,79526,82442,83763,84576
"35013","Doña Ana, NM",6559862,6609265,6738913,6891476,6542935
"35015","Eddy, NM",6455693,6603294,7043456,8505572,8894856
"35017","Grant, NM",1158756,1165029,1121451,1107681,945057
"35019","Guadalupe, NM",141503,125713,134093,137334,129285
"35021","Harding, NM",111920,87860,73644,71826,97377
"35023","Hidalgo, NM",181334,175182,188624,197853,191113
"35025","Lea, NM",5174326,5488723,6267122,7336810,7645460
"35027","Lincoln, NM",580716,562010,584787,585479,573615
"35028","Los Alamos, NM",2030388,2068532,2110152,2115114,2197163
"35029","Luna, NM",761244,722184,748123,762185,772914
"35031","McKinley, NM",2224456,2144647,2240028,2489500,2421932
"35033","Mora, NM",125259,90792,103869,101559,100567
"35035","Otero, NM",2474207,2437041,2477491,2466641,2439276
"35037","Quay, NM",260103,257059,262629,269155,267058
"35039","Rio Arriba, NM",1259565,1231712,1208160,1222481,1268970
"35041","Roosevelt, NM",628547,646727,640144,663612,652064
"35043","Sandoval, NM",3296352,3318583,3322691,3654936,3611004
"35045","San Juan, NM",6095406,5934303,5582397,5687349,5448032
"35047","San Miguel, NM",600189,582216,600292,600609,590737
"35049","Santa Fe, NM",6182311,6127165,6251668,6233797,5688611
"35051","Sierra, NM",268980,258461,262627,267872,279366
"35053","Socorro, NM",471618,452168,452359,457821,446118
"35055","Taos, NM",865233,885023,911513,904267,853375
"35057","Torrance, NM",362346,347528,370736,372965,386726
"35059","Union, NM",265482,233819,221547,211814,226342
"35061","Valencia, NM",1296137,1350932,1449010,1412021,1428336
"36001","Albany, NY",28217571,28218982,28365207,29185491,28190849
"36003","Allegany, NY",1346022,1331207,1317021,1400168,1301582
"36005","Bronx, NY",34786115,34993690,37841726,39295797,36937647
"36007","Broome, NY",8169365,8231915,8306171,8392724,7953015
"36009","Cattaraugus, NY",2754446,2695702,2639142,2668599,2473111
"36011","Cayuga, NY",2615183,2630440,2645587,2697108,2580734
"36013","Chautauqua, NY",4461438,4475436,4491848,4486713,4173802
"36015","Chemung, NY",3521781,3443777,3493273,3483421,3320864
"36017","Chenango, NY",2127647,2179200,2140382,2136795,2034011
"36019","Clinton, NY",3517215,3503855,3447915,3416812,3157655
"36021","Columbia, NY",2318762,2231448,2168967,2185540,2018826
"36023","Cortland, NY",1712600,1712029,1663120,1656553,1617350
"36025","Delaware, NY",1811658,1883807,1823312,1960475,1843205
"36027","Dutchess, NY",12628264,12713338,12900475,13171269,12768270
"36029","Erie, NY",50776338,50406869,51092971,52088534,50005858
"36031","Essex, NY",1491881,1474094,1491418,1503248,1390006
"36033","Franklin, NY",1765202,1787590,1774857,1806074,1675913
"36035","Fulton, NY",1755810,1765787,1738671,1776446,1667472
"36037","Genesee, NY",2260035,2246775,2366290,2321860,2221676
"36039","Greene, NY",2157590,2265837,2201254,2107973,1923862
"36041","Hamilton, NY",217364,209991,210816,205326,188821
"36043","Herkimer, NY",1650602,1628172,1654726,1751388,1641186
"36045","Jefferson, NY",5969017,5828381,5789853,5730170,5582717
"36047","Kings, NY",77574304,79912824,87378679,90988296,86150658
"36049","Lewis, NY",980076,1000190,998856,1019096,965504
"36051","Livingston, NY",1929963,2029545,2096583,2102555,1933895
"36053","Madison, NY",2101731,2171622,2213157,2170043,2071689
"36055","Monroe, NY",41867085,41718577,42054854,43231272,41575906
"36057","Montgomery, NY",1737824,1758944,1759671,1780946,1671872
"36059","Nassau, NY",88379943,88276860,88446549,88745497,83039972
"36061","New York, NY",594614177,603858779,620207899,639038317,610386229
"36063","Niagara, NY",8679997,8729054,8719553,8999276,8622002
"36065","Oneida, NY",9712018,9748627,9932038,10243087,9816536
"36067","Onondaga, NY",27829871,27733668,28071947,28601221,27455876
"36069","Ontario, NY",5445358,5545674,5662866,5828178,5612777
"36071","Orange, NY",15653028,16191630,16718226,17682023,17242096
"36073","Orleans, NY",1233539,1222477,1235711,1227794,1262065
"36075","Oswego, NY",5996455,6229936,6093086,6237145,6224929
"36077","Otsego, NY",2308829,2386977,2469589,2484903,2315687
"36079","Putnam, NY",3389199,3431137,3525207,3538471,3352365
"36081","Queens, NY",84520974,86083841,92332983,92693860,82327855
"36083","Rensselaer, NY",6600221,7287981,6929502,7556522,7753840
"36085","Richmond, NY",13588054,13929032,14769541,14903066,14270355
"36087","Rockland, NY",16973732,15698907,15235426,15301402,14496244
"36089","St. Lawrence, NY",4351078,4476564,4343016,4387651,4293868
"36091","Saratoga, NY",10147857,10390523,10928103,11084061,10464611
"36093","Schenectady, NY",7554430,7710427,7666834,8474313,8020812
"36095","Schoharie, NY",932616,1016548,1035735,1038925,926311
"36097","Schuyler, NY",489127,476120,486253,480816,446945
"36099","Seneca, NY",1326368,1391375,1389706,1485722,1345344
"36101","Steuben, NY",4023988,4004181,4147657,4198766,3867146
"36103","Suffolk, NY",86725330,87385935,87410357,88624943,84832707
"36105","Sullivan, NY",2621109,2640752,2785832,2833329,2675826
"36107","Tioga, NY",1781037,1677216,1781985,1850653,1772731
"36109","Tompkins, NY",5492026,5537043,5623003,5682740,5343175
"36111","Ulster, NY",6340508,6459198,6596617,6744721,6385779
"36113","Warren, NY",3831605,3958340,4019387,4198203,4022656
"36115","Washington, NY",1690195,1727820,1695727,1811828,1744257
"36117","Wayne, NY",3580363,3665958,3658566,3745001,3568970
"36119","Westchester, NY",70369816,71292206,72800462,74931074,71939326
"36121","Wyoming, NY",1549360,1566011,1638385,1703187,1668771
"36123","Yates, NY",874264,903468,888311,874959,893533
"37001","Alamance, NC",5576629,5515318,5551297,5713732,5553022
"37003","Alexander, NC",768930,811588,775065,766362,739515
"37005","Alleghany, NC",298772,295704,279738,271455,277924
"37007","Anson, NC",806048,790908,829888,749709,712650
"37009","Ashe, NC",692565,713694,735353,742062,710994
"37011","Avery, NC",550861,556653,575608,579756,554003
"37013","Beaufort, NC",2194042,2088831,1923558,1812295,1749596
"37015","Bertie, NC",653855,669312,602796,641633,600344
"37017","Bladen, NC",1356938,1408810,1405772,1322637,1298020
"37019","Brunswick, NC",4327987,4478516,4390511,4322998,4200007
"37021","Buncombe, NC",11491040,12426074,13097839,13592155,12841285
"37023","Burke, NC",2499182,2536698,2468171,2364233,2272384
"37025","Cabarrus, NC",6521524,7075890,6997373,7138987,6891452
"37027","Caldwell, NC",2167749,2255895,2232030,2189630,2148490
"37029","Camden, NC",141323,145209,137006,142650,150961
"37031","Carteret, NC",2115425,2255038,2211798,2341621,2207819
"37033","Caswell, NC",330475,349506,330437,326780,320763
"37035","Catawba, NC",7918160,8297963,8233884,8205518,7814440
"37037","Chatham, NC",1566487,1563126,1605131,1539945,1471489
"37039","Cherokee, NC",651394,684447,702449,742431,754277
"37041","Chowan, NC",510140,576120,566475,584131,546595
"37043","Clay, NC",200454,210496,218279,234162,231176
"37045","Cleveland, NC",3402652,3815146,3779311,3953948,3776594
"37047","Columbus, NC",1345566,1370923,1296843,1356650,1352481
"37049","Craven, NC",4368837,4362353,4300811,4478427,4392257
"37051","Cumberland, NC",16252181,15362117,15437728,15830084,15599222
"37053","Currituck, NC",580086,644172,682710,708992,656211
"37055","Dare, NC",1965901,2025670,2052402,2151853,1976167
"37057","Davidson, NC",4162456,4360868,4282134,4367530,4163009
"37059","Davie, NC",1128246,1308785,1278920,1294265,1273892
"37061","Duplin, NC",2056941,2108590,2022718,1980410,1868773
"37063","Durham, NC",30142548,29260120,31003619,32874240,33605902
"37065","Edgecombe, NC",1474020,1529903,1512376,1496159,1432891
"37067","Forsyth, NC",22677963,23584818,23191246,23734226,21051877
"37069","Franklin, NC",1622618,1626637,1537817,1539431,1541637
"37071","Gaston, NC",6464629,6731036,6963153,6879133,6463902
"37073","Gates, NC",155198,179977,171420,180840,188117
"37075","Graham, NC",189744,197763,204513,218566,208546
"37077","Granville, NC",2562515,3135062,3005612,2993775,2972686
"37079","Greene, NC",448047,445694,421960,424508,439090
"37081","Guilford, NC",30474821,30769456,30766069,30726779,29444965
"37083","Halifax, NC",1297846,1321790,1320703,1328783,1258487
"37085","Harnett, NC",2212680,2312713,2354139,2380255,2302009
"37087","Haywood, NC",1569110,1642463,1664255,1746858,1698857
"37089","Henderson, NC",3671790,3619282,3610928,3687892,3519817
"37091","Hertford, NC",707108,732904,721612,767056,771618
"37093","Hoke, NC",874933,915347,981149,1017106,1061625
"37095","Hyde, NC",152898,152925,151517,151288,140693
"37097","Iredell, NC",7634627,7884911,8106773,8507630,8500010
"37099","Jackson, NC",1273884,1333016,1340793,1428428,1404411
"37101","Johnston, NC",5639741,6408430,6435128,6492109,6448345
"37103","Jones, NC",181634,205041,173113,196851,171331
"37105","Lee, NC",2594214,2485586,2597179,2495517,2379246
"37107","Lenoir, NC",2703080,2805148,2668491,2682043,2568977
"37109","Lincoln, NC",2325026,2528912,2517247,2680228,2616143
"37111","McDowell, NC",1559945,1540765,1500035,1463997,1407608
"37113","Macon, NC",1212646,1269344,1356092,1465136,1371901
"37115","Madison, NC",361231,350611,368995,389549,372973
"37117","Martin, NC",644782,648742,622473,617361,571367
"37119","Mecklenburg, NC",93795161,98480577,99349989,101406435,100413497
"37121","Mitchell, NC",478954,497926,533806,562982,502025
"37123","Montgomery, NC",885205,917505,867804,907145,920016
"37125","Moore, NC",3121286,3254155,3249104,3350362,3165643
"37127","Nash, NC",6195107,4930368,4520064,4337905,4166769
"37129","New Hanover, NC",11277595,11379905,11723073,12230503,12043682
"37131","Northampton, NC",480154,506604,495458,519395,495264
"37133","Onslow, NC",7139206,6966383,6959813,7051384,6906038
"37135","Orange, NC",7441236,7671838,7953999,8063541,7797971
"37137","Pamlico, NC",251958,261779,255959,268507,263514
"37139","Pasquotank, NC",1311872,1376591,1338849,1360173,1352958
"37141","Pender, NC",1305047,1355433,1359452,1452313,1420116
"37143","Perquimans, NC",191310,239977,249686,265405,265298
"37145","Person, NC",1481984,1475998,1448959,1514436,1413551
"37147","Pitt, NC",8422699,8706700,8498463,8502334,8122522
"37149","Polk, NC",452589,459366,410023,443299,432302
"37151","Randolph, NC",3747054,3846876,3848275,3844645,3673647
"37153","Richmond, NC",1824516,1828294,1883746,1771720,1690358
"37155","Robeson, NC",3201623,3516726,3583455,3626543,3532780
"37157","Rockingham, NC",2830588,2757374,2758671,2744610,2650492
"37159","Rowan, NC",4644630,4684078,4750497,4895441,4760637
"37161","Rutherford, NC",1571595,1624864,1631673,1725499,1627406
"37163","Sampson, NC",1930372,2025884,1900764,1870494,1735420
"37165","Scotland, NC",1134497,1012387,1033843,1068590,1005448
"37167","Stanly, NC",1629427,1671965,1668141,1660407,1577003
"37169","Stokes, NC",1127650,1090922,1005494,998232,927928
"37171","Surry, NC",2167680,2239986,2279366,2265610,2134260
"37173","Swain, NC",528276,577809,573446,621003,618762
"37175","Transylvania, NC",1007837,1316584,1516058,1633479,1649396
"37177","Tyrrell, NC",115177,123318,108918,111926,110153
"37179","Union, NC",6480758,6961372,7204240,7331815,7126856
"37181","Vance, NC",1202830,1207239,1146266,1110123,1090141
"37183","Wake, NC",68054251,70876938,75574136,78042037,75462571
"37185","Warren, NC",273557,266482,273018,269164,266467
"37187","Washington, NC",263029,229595,228924,235682,229598
"37189","Watauga, NC",1862487,1907385,1967145,2022173,1876058
"37191","Wayne, NC",4396048,4497953,4519737,4552427,4395751
"37193","Wilkes, NC",2237586,2307615,2263679,2209009,2091717
"37195","Wilson, NC",3808495,3670949,3657803,3590706,3454090
"37197","Yadkin, NC",875127,916897,853491,849811,806914
"37199","Yancey, NC",370879,340406,391212,400618,381683
"38001","Adams, ND",127250,114109,114179,135922,103690
"38003","Barnes, ND",514478,541459,541608,579293,568895
"38005","Benson, ND",203988,227182,261236,219400,241394
"38007","Billings, ND",144998,157871,145982,188672,243429
"38009","Bottineau, ND",361038,396596,517596,435185,425585
"38011","Bowman, ND",319187,326704,268254,273651,274018
"38013","Burke, ND",253208,218727,237882,243356,256602
"38015","Burleigh, ND",5338474,5232899,5195937,5117387,4868918
"38017","Cass, ND",11220713,11461895,11652533,11876940,11614176
"38019","Cavalier, ND",589156,376983,543745,352368,404270
"38021","Dickey, ND",336031,351837,323627,376048,325238
"38023","Divide, ND",291419,326774,246680,229168,259468
"38025","Dunn, ND",1150295,1436345,1519517,1758400,2152350
"38027","Eddy, ND",173960,160900,164617,143370,135255
"38029","Emmons, ND",232974,195485,168691,160586,204843
"38031","Foster, ND",218829,246153,238615,215873,244224
"38033","Golden Valley, ND",91530,94891,83936,72750,71617
"38035","Grand Forks, ND",3648168,3720662,3713817,3671954,3610506
"38037","Grant, ND",161543,182570,118287,102881,113990
"38039","Griggs, ND",226377,169398,163189,151116,160035
"38041","Hettinger, ND",110912,151422,83419,83072,101651
"38043","Kidder, ND",119446,148513,138481,134890,144443
"38045","LaMoure, ND",190551,216697,236893,272131,250877
"38047","Logan, ND",168065,193959,161458,126662,123300
"38049","McHenry, ND",240645,230940,291098,244930,250959
"38051","McIntosh, ND",153555,169740,152271,154171,156457
"38053","McKenzie, ND",3096712,3758033,4176904,4795079,5072741
"38055","McLean, ND",811503,758870,801106,746808,778328
"38057","Mercer, ND",1235377,1163929,1032406,965612,947513
"38059","Morton, ND",1401397,1433854,1365499,1404653,1418179
"38061","Mountrail, ND",1884525,2034873,2139571,2199936,2455864
"38063","Nelson, ND",152228,165555,171520,147301,156400
"38065","Oliver, ND",282486,278796,257091,248906,268456
"38067","Pembina, ND",518499,520892,470715,438265,458157
"38069","Pierce, ND",185636,206706,237373,196952,205717
"38071","Ramsey, ND",621940,562523,596276,539065,572447
"38073","Ransom, ND",257689,248999,242075,256787,238161
"38075","Renville, ND",212705,179970,272209,203034,182848
"38077","Richland, ND",843745,770215,774272,761569,716092
"38079","Rolette, ND",387734,362751,397769,360612,368282
"38081","Sargent, ND",533119,563017,650559,739117,718886
"38083","Sheridan, ND",38928,38996,39202,35310,33442
"38085","Sioux, ND",157919,129562,137040,127920,133284
"38087","Slope, ND",30508,53548,37540,35787,40956
"38089","Stark, ND",2375757,2489979,2636695,2713543,2239401
"38091","Steele, ND",144697,117243,123054,139892,164706
"38093","Stutsman, ND",1158254,1208470,1181827,1207943,1174349
"38095","Towner, ND",124850,149102,196613,144870,191236
"38097","Traill, ND",384076,373490,360723,409237,442424
"38099","Walsh, ND",550534,585848,570692,520824,578551
"38101","Ward, ND",3786815,3636875,3777113,3674337,3374883
"38103","Wells, ND",276667,271041,306930,255482,283897
"38105","Williams, ND",4661639,4979185,5753787,5889101,4608347
"39001","Adams, OH",1552351,1376396,875797,676075,681445
"39003","Allen, OH",7660353,7499383,7559936,7609990,7480381
"39005","Ashland, OH",1523295,1548877,1572702,1571769,1580229
"39007","Ashtabula, OH",2776893,2708554,2841506,2840510,2710267
"39009","Athens, OH",1861116,1959761,1885188,1922638,1806093
"39011","Auglaize, OH",2088710,2197052,2193852,2130147,1990718
"39013","Belmont, OH",3542184,3609554,3349472,3491157,3679640
"39015","Brown, OH",851298,827474,823801,791076,758531
"39017","Butler, OH",18917956,19600286,19752838,20352075,19350965
"39019","Carroll, OH",1839244,1587371,1633831,1747199,1705810
"39021","Champaign, OH",999766,1053058,1068759,1055040,1095484
"39023","Clark, OH",4133617,4138853,4158588,4170098,3959801
"39025","Clermont, OH",7441573,7636633,7844707,7995057,7788643
